item_id,product_name,product_line,product_group,brand,department,category,sub_category
6800,Vanilla Oud Eau De Toilette 100Ml (Batch 7845),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Eau_De_Toilette
6801,Rose Musk Eau De Toilette 100Ml (Batch 9328),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Eau_De_Toilette
6802,Savage Musk Eau De Parfum 100Ml (Batch 5356),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Eau_De_Toilette
6803,Mystic Jasmin Eau De Parfum 50Ml (Batch 6072),Velvet Petals 682,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6804,Royal Sandalwood Eau De Toilette 100Ml (Batch 6162),Velvet Petals 682,Prestige Global Alliance,Sanchez New York,Bodycare,Marketing Samples,Body_Lotion
6805,Vanilla Jasmin Eau De Parfum 100Ml (Batch 6910),Velvet Petals 682,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6806,Imperial Jasmin Eau De Parfum 100Ml (Batch 7071),Velvet Petals 682,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6807,Velvet Oud Eau De Toilette 100Ml (Batch 5719),Velvet Petals 682,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6808,Imperial Jasmin Eau De Toilette 50Ml (Batch 3397),Velvet Petals 682,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6809,Golden Musk Eau De Toilette 50Ml (Batch 1852),Oud Intense 674,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Sampling_Vial
6810,Rose Jasmin Eau De Toilette 50Ml (Batch 1694),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Eau_De_Toilette
6811,Tester - Imperial Musk Scent 100Ml (Batch 2117),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Promo_Plv,Eau_De_Toilette
6812,Ambre Citrus Eau De Toilette 100Ml (Batch 7874),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Eau_De_Toilette
6813,Tester - Royal Musk Scent 100Ml (Batch 7436),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Promo_Plv,Eau_De_Toilette
6814,Velvet Sandalwood Eau De Toilette 100Ml (Batch 8010),Velvet Petals 682,Prestige Global Alliance,Sanchez New York,Bodycare,Men Fragrance,Body_Lotion
6815,Velvet Citrus Eau De Toilette 100Ml (Batch 2738),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Men Fragrance,Eau_De_Toilette
6816,Tester - Ambre Sandalwood Scent 100Ml (Batch 7195),Gold Collection 672,Prestige Global Alliance,Sanchez New York,Bodycare,Promo_Plv,Body_Lotion
6817,Velvet Citrus Eau De Parfum 100Ml (Batch 6297),Gold Collection 672,Prestige Global Alliance,Sanchez New York,Bodycare,Men Fragrance,Body_Lotion
6818,Royal Oud Eau De Parfum 50Ml (Batch 3916),Gold Collection 672,Prestige Global Alliance,Sanchez New York,Bodycare,Men Fragrance,Body_Lotion
6819,Royal Citrus Eau De Parfum 50Ml (Batch 7743),Gold Collection 672,Prestige Global Alliance,Sanchez New York,Bodycare,Men Fragrance,Body_Lotion
6820,Golden Citrus Eau De Parfum 100Ml (Batch 2593),Oud Intense 674,Prestige Global Alliance,Sanchez New York,Bodycare,Men Fragrance,Body_Lotion
6821,Golden Jasmin Eau De Toilette 50Ml (Batch 1721),Ocean Breeze 679,Prestige Global Alliance,Maison Blair,Bodycare,Product Testers,Body_Lotion
6822,Savage Oud Eau De Toilette 50Ml (Batch 5906),Ocean Breeze 679,Prestige Global Alliance,Maison Blair,Bodycare,Marketing Samples,Body_Lotion
6823,Royal Sandalwood Eau De Toilette 100Ml (Batch 9181),Noir Series 632,Prestige Global Alliance,Sanchez New York,Bodycare,Marketing Samples,Body_Lotion
6824,Savage Jasmin Eau De Toilette 50Ml (Batch 5486),Oud Intense 618,Prestige Global Alliance,Maison Blair,Bodycare,Marketing Samples,Body_Lotion
6825,Golden Sandalwood Eau De Parfum 50Ml (Batch 1402),Velvet Petals 683,Prestige Global Alliance,Sanchez New York,Bodycare,Marketing Samples,Body_Lotion
6826,Mystic Citrus Eau De Parfum 100Ml (Batch 1089),Velvet Petals 683,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6827,Vanilla Oud Eau De Parfum 100Ml (Batch 2855),Oud Intense 677,Prestige Global Alliance,Maison Blair,Bodycare,Marketing Samples,Body_Lotion
6828,Mystic Oud Eau De Toilette 100Ml (Batch 4542),Noir Series 632,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6829,Tester - Golden Sandalwood Scent 100Ml (Batch 8038),Gold Collection 676,Prestige Global Alliance,Maison Blair,Bodycare,Promo_Plv,Eau_De_Toilette
6830,Mystic Sandalwood Eau De Parfum 100Ml (Batch 5374),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Men Fragrance,Eau_De_Toilette
6831,Rose Oud Eau De Toilette 50Ml (Batch 5494),Gold Collection 672,Prestige Global Alliance,Sanchez New York,Bodycare,Marketing Samples,Sampling_Vial
6832,Tester - Vanilla Jasmin Scent 100Ml (Batch 7414),Gold Collection 672,Prestige Global Alliance,Sanchez New York,Bodycare,Promo_Plv,Body_Lotion
6833,Mystic Jasmin Eau De Parfum 50Ml (Batch 4450),Private Blend 681,Prestige Global Alliance,Sanchez New York,Bodycare,Marketing Samples,Body_Lotion
6834,Imperial Sandalwood Eau De Toilette 50Ml (Batch 5522),Ocean Breeze 684,Prestige Global Alliance,Sanchez New York,Bodycare,Marketing Samples,Body_Lotion
6835,Tester - Velvet Oud Scent 100Ml (Batch 1698),Ocean Breeze 684,Prestige Global Alliance,Sanchez New York,Bodycare,Promo_Plv,Body_Lotion
6836,Royal Citrus Eau De Parfum 100Ml (Batch 8924),Gold Collection 672,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Sampling_Vial
6837,Ambre Oud Eau De Toilette 100Ml (Batch 8160),Gold Collection 675,Prestige Global Alliance,Maison Blair,Bodycare,Product Testers,Counter_Display
6838,Ambre Citrus Eau De Parfum 100Ml (Batch 8252),Gold Collection 675,Prestige Global Alliance,Maison Blair,Bodycare,Product Testers,Counter_Display
6839,Tester - Velvet Jasmin Scent 100Ml (Batch 3378),Oud Intense 618,Prestige Global Alliance,Maison Blair,Bodycare,Promo_Plv,Body_Lotion
6840,Ambre Oud Eau De Parfum 50Ml (Batch 2858),Oud Intense 618,Prestige Global Alliance,Maison Blair,Bodycare,Product Testers,Sampling_Vial
6841,Imperial Sandalwood Eau De Parfum 100Ml (Batch 7630),Noir Series 678,Prestige Global Alliance,Maison Blair,Bodycare,Product Testers,Sampling_Vial
6842,Tester - Imperial Jasmin Scent 100Ml (Batch 2645),Noir Series 678,Prestige Global Alliance,Maison Blair,Bodycare,Promo_Plv,Sampling_Vial
6843,Golden Sandalwood Eau De Toilette 100Ml (Batch 5271),Gold Collection 672,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6846,Velvet Oud Eau De Parfum 50Ml (Batch 4025),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Counter_Display
6847,Savage Sandalwood Eau De Parfum 100Ml (Batch 8191),Private Blend 681,Prestige Global Alliance,Sanchez New York,Bodycare,Marketing Samples,Sampling_Vial
6848,Tester - Mystic Musk Scent 100Ml (Batch 8676),Noir Series 632,Prestige Global Alliance,Sanchez New York,Bodycare,Promo_Plv,Sampling_Vial
6849,Ambre Citrus Eau De Toilette 100Ml (Batch 8938),Noir Series 632,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Sampling_Vial
6850,Velvet Citrus Eau De Parfum 50Ml (Batch 5431),Oud Intense 618,Nexus Luxury Brands,Maison Blair,Bodycare,Product Testers,Sampling_Vial
6851,Ambre Jasmin Eau De Parfum 100Ml (Batch 5560),Private Blend 331,Apex Scents Holdings,Parfums De Hardy,Bodycare,Product Testers,Sampling_Vial
6852,Mystic Sandalwood Eau De Parfum 50Ml (Batch 2032),Private Blend 331,Apex Scents Holdings,Roberts New York,Bodycare,Product Testers,Shower_Gel
6854,Savage Oud Eau De Parfum 100Ml (Batch 9356),Noir Series 96,Apex Scents Holdings,Eau De Dennis,Bodycare,Product Testers,Sampling_Vial
6855,Golden Jasmin Eau De Toilette 50Ml (Batch 8639),Velvet Petals 336,Apex Scents Holdings,Eau De Dennis,Bodycare,Product Testers,Counter_Display
6856,Rose Sandalwood Eau De Toilette 100Ml (Batch 5633),Noir Series 333,Apex Scents Holdings,Roberts New York,Bodycare,Product Testers,Shower_Gel
6857,Savage Musk Eau De Parfum 100Ml (Batch 1400),Noir Series 333,Apex Scents Holdings,Roberts New York,Bodycare,Marketing Samples,Shower_Gel
6858,Rose Oud Eau De Parfum 50Ml (Batch 3008),Noir Series 580,Apex Scents Holdings,Parfums De Hardy,Bodycare,Unisex Fragrances,Body_Lotion
6859,Golden Jasmin Eau De Parfum 50Ml (Batch 7996),Noir Series 580,Apex Scents Holdings,Parfums De Hardy,Bodycare,Unisex Fragrances,Body_Lotion
6860,Velvet Sandalwood Eau De Parfum 100Ml (Batch 8425),Noir Series 96,Prestige Global Alliance,Morgan Lab,Bodycare,Product Testers,Sampling_Vial
6861,Royal Citrus Eau De Toilette 50Ml (Batch 1003),Noir Series 96,Prestige Global Alliance,Bennett Lab,Bodycare,Product Testers,Sampling_Vial
6862,Ambre Musk Eau De Toilette 50Ml (Batch 5367),Noir Series 96,Prestige Global Alliance,Bennett Lab,Bodycare,Product Testers,Sampling_Vial
6866,Ambre Sandalwood Eau De Parfum 50Ml (Batch 4701),Ocean Breeze 547,Prestige Global Alliance,Parfums De Barber,Bodycare,Unisex Fragrances,Body_Lotion
6867,Vanilla Jasmin Eau De Toilette 100Ml (Batch 8375),Ocean Breeze 547,Prestige Global Alliance,Parfums De Barber,Bodycare,Unisex Fragrances,Body_Lotion
6868,Ambre Sandalwood Eau De Toilette 50Ml (Batch 8965),Ocean Breeze 685,Prestige Global Alliance,Parfums De Barber,Bodycare,Unisex Fragrances,Sampling_Vial
6869,Ambre Oud Eau De Toilette 100Ml (Batch 9798),Ocean Breeze 685,Prestige Global Alliance,Parfums De Barber,Bodycare,Unisex Fragrances,Sampling_Vial
6870,Mystic Musk Eau De Parfum 100Ml (Batch 5242),Private Blend 670,Prestige Global Alliance,Atelier Alvarez,Bodycare,Product Testers,Sampling_Vial
6871,Savage Musk Eau De Parfum 50Ml (Batch 4270),Private Blend 670,Prestige Global Alliance,Atelier Alvarez,Bodycare,Product Testers,Sampling_Vial
6872,Tester - Imperial Jasmin Scent 100Ml (Batch 7003),Private Blend 670,Prestige Global Alliance,Atelier Alvarez,Bodycare,Promo_Plv,Sampling_Vial
6873,Velvet Oud Eau De Parfum 100Ml (Batch 1913),Noir Series 686,Prestige Global Alliance,Thompson Lab,Bodycare,Unisex Fragrances,Body_Lotion
6874,Vanilla Musk Eau De Parfum 100Ml (Batch 4197),Noir Series 686,Prestige Global Alliance,Thompson Lab,Bodycare,Unisex Fragrances,Body_Lotion
6875,Tester - Rose Sandalwood Scent 100Ml (Batch 2274),Oud Intense 481,Prestige Global Alliance,Morgan Lab,Bodycare,Promo_Plv,Sampling_Vial
6876,Ambre Oud Eau De Parfum 100Ml (Batch 1514),Noir Series 96,Prestige Global Alliance,Salas Luxury,Bodycare,Men Fragrance,Sampling_Vial
6877,Savage Oud Eau De Toilette 50Ml (Batch 4229),Noir Series 687,Apex Scents Holdings,Henderson Beauty,Bodycare,Unisex Fragrances,Body_Lotion
6878,Rose Citrus Eau De Toilette 50Ml (Batch 9002),Private Blend 365,Apex Scents Holdings,Parfums De Russell,Bodycare,Promo_Plv,Body_Lotion
6881,Tester - Mystic Jasmin Scent 100Ml (Batch 5500),Ocean Breeze 613,Prestige Global Alliance,Atelier Hicks,Bodycare,Promo_Plv,Body_Lotion
6884,Tester - Vanilla Oud Scent 100Ml (Batch 4074),Ocean Breeze 357,Apex Scents Holdings,Guerrero Milano,Bodycare,Promo_Plv,Body_Lotion
6885,Golden Musk Eau De Parfum 100Ml (Batch 8472),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Product Testers,Body_Lotion
6886,Rose Musk Eau De Toilette 100Ml (Batch 9060),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Marketing Samples,Body_Lotion
6887,Tester - Mystic Jasmin Scent 100Ml (Batch 9308),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Promo_Plv,Body_Lotion
6888,Savage Musk Eau De Toilette 100Ml (Batch 1029),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Product Testers,Sampling_Vial
6889,Ambre Musk Eau De Toilette 100Ml (Batch 1448),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Product Testers,Sampling_Vial
6890,Vanilla Sandalwood Eau De Toilette 50Ml (Batch 2515),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Product Testers,Sampling_Vial
6891,Tester - Vanilla Jasmin Scent 100Ml (Batch 5523),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Promo_Plv,Sampling_Vial
6892,Savage Oud Eau De Parfum 100Ml (Batch 9687),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Men Fragrance,Sampling_Vial
6893,Golden Citrus Eau De Toilette 50Ml (Batch 1722),Private Blend 670,Prestige Global Alliance,Bennett Lab,Bodycare,Product Testers,Sampling_Vial
6894,Tester - Mystic Oud Scent 100Ml (Batch 5022),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Promo_Plv,Sampling_Vial
6895,Mystic Citrus Eau De Parfum 100Ml (Batch 8215),Oud Intense 259,Nexus Luxury Brands,Collier New York,Bodycare,Unisex Fragrance,Shower_Gel
6896,Savage Sandalwood Eau De Parfum 50Ml (Batch 7593),Private Blend 300,Nexus Luxury Brands,Collier New York,Bodycare,Promo_Plv,Sampling_Vial
6897,Royal Jasmin Eau De Parfum 50Ml (Batch 2614),Private Blend 258,Nexus Luxury Brands,Collier New York,Bodycare,Unisex Fragrances,Counter_Display
6898,Vanilla Musk Eau De Toilette 100Ml (Batch 1889),Gold Collection 260,Nexus Luxury Brands,Collier New York,Bodycare,Unisex Fragrances,Sampling_Vial
6899,Tester - Imperial Musk Scent 100Ml (Batch 3566),Private Blend 300,Nexus Luxury Brands,Collier New York,Bodycare,Promo_Plv,Eau_De_Toilette
6900,Imperial Citrus Eau De Toilette 100Ml (Batch 2221),Ocean Breeze 257,Nexus Luxury Brands,Collier New York,Bodycare,Promo_Plv,Body_Lotion
6901,Royal Sandalwood Eau De Toilette 50Ml (Batch 6862),Ocean Breeze 257,Nexus Luxury Brands,Collier New York,Bodycare,Promo_Plv,Body_Lotion
6902,Mystic Sandalwood Eau De Toilette 50Ml (Batch 2721),Velvet Petals 519,Apex Scents Holdings,Eau De Campbell,Bodycare,Unisex Fragrances,Body_Lotion
6903,Savage Musk Eau De Parfum 100Ml (Batch 1000),Ocean Breeze 265,Vertex Beauty Group,Brennan Milano,Bodycare,Unisex Fragrances,Body_Lotion
6904,Royal Jasmin Eau De Toilette 100Ml (Batch 3129),Noir Series 647,Apex Scents Holdings,Atelier Smith,Fragrance,Promo_Plv,Counter_Display
6905,Royal Musk Eau De Toilette 50Ml (Batch 7575),Noir Series 96,Nexus Luxury Brands,Underwood Paris,Bodycare,Men Fragrance,Sampling_Vial
6906,Golden Jasmin Eau De Toilette 50Ml (Batch 4112),Private Blend 300,Nexus Luxury Brands,Underwood Paris,Bodycare,Product Testers,Eau_De_Toilette
6907,Golden Jasmin Eau De Toilette 50Ml (Batch 4570),Private Blend 300,Nexus Luxury Brands,Underwood Paris,Bodycare,Product Testers,Sampling_Vial
6908,Golden Sandalwood Eau De Parfum 50Ml (Batch 1653),Ocean Breeze 257,Nexus Luxury Brands,Underwood Paris,Bodycare,Marketing Samples,Body_Lotion
6909,Ambre Jasmin Eau De Parfum 100Ml (Batch 7041),Ocean Breeze 257,Nexus Luxury Brands,Underwood Paris,Bodycare,Product Testers,Eau_De_Toilette
6910,Mystic Musk Eau De Parfum 50Ml (Batch 4208),Private Blend 300,Nexus Luxury Brands,Underwood Paris,Bodycare,Product Testers,Eau_De_Toilette
6911,Mystic Citrus Eau De Parfum 100Ml (Batch 5647),Ocean Breeze 257,Nexus Luxury Brands,Underwood Paris,Bodycare,Marketing Samples,Body_Lotion
6912,Ambre Citrus Eau De Parfum 50Ml (Batch 9754),Ocean Breeze 257,Nexus Luxury Brands,Underwood Paris,Bodycare,Product Testers,Eau_De_Toilette
6913,Savage Musk Eau De Parfum 100Ml (Batch 8047),Ocean Breeze 257,Nexus Luxury Brands,Underwood Paris,Bodycare,Product Testers,Body_Lotion
6914,Velvet Jasmin Eau De Parfum 100Ml (Batch 2122),Noir Series 96,Nexus Luxury Brands,Underwood Paris,Bodycare,Men Fragrance,Body_Lotion
6915,Rose Sandalwood Eau De Parfum 100Ml (Batch 8677),Noir Series 96,Nexus Luxury Brands,Underwood Paris,Bodycare,Men Fragrance,Sampling_Vial
6916,Golden Musk Eau De Parfum 100Ml (Batch 2046),Private Blend 327,Apex Scents Holdings,Glass Lab,Bodycare,Product Testers,Counter_Display
6917,Ambre Musk Eau De Parfum 100Ml (Batch 1781),Private Blend 327,Apex Scents Holdings,Glass Lab,Bodycare,Product Testers,Counter_Display
6918,Velvet Jasmin Eau De Toilette 100Ml (Batch 6557),Private Blend 327,Apex Scents Holdings,Glass Lab,Bodycare,Product Testers,Counter_Display
6919,Mystic Jasmin Eau De Parfum 50Ml (Batch 6367),Private Blend 327,Apex Scents Holdings,Glass Lab,Bodycare,Product Testers,Counter_Display
6920,Velvet Jasmin Eau De Toilette 50Ml (Batch 8421),Noir Series 333,Apex Scents Holdings,Roberts New York,Bodycare,Marketing Samples,Shower_Gel
6921,Mystic Oud Eau De Parfum 100Ml (Batch 7934),Noir Series 333,Apex Scents Holdings,Roberts New York,Bodycare,Product Testers,Counter_Display
6922,Mystic Oud Eau De Parfum 100Ml (Batch 2832),Velvet Petals 688,Apex Scents Holdings,Roberts New York,Bodycare,Product Testers,Counter_Display
6923,Savage Citrus Eau De Parfum 50Ml (Batch 7643),Velvet Petals 688,Apex Scents Holdings,Roberts New York,Bodycare,Product Testers,Counter_Display
6924,Rose Jasmin Eau De Parfum 50Ml (Batch 1947),Velvet Petals 688,Apex Scents Holdings,Roberts New York,Bodycare,Product Testers,Counter_Display
6925,Vanilla Citrus Eau De Parfum 50Ml (Batch 8123),Private Blend 689,Apex Scents Holdings,Henderson Lab,Bodycare,Marketing Samples,Body_Lotion
6927,Golden Sandalwood Eau De Parfum 100Ml (Batch 1930),Ocean Breeze 275,Apex Scents Holdings,Parfums De Ballard,Bodycare,Marketing Samples,Body_Lotion
6928,Velvet Musk Eau De Parfum 100Ml (Batch 6312),Private Blend 277,Apex Scents Holdings,Parfums De Ballard,Bodycare,Marketing Samples,Body_Lotion
6929,Savage Citrus Eau De Toilette 50Ml (Batch 4239),Noir Series 591,Apex Scents Holdings,Jacobs Luxury,Bodycare,Marketing Samples,Body_Lotion
6930,Golden Sandalwood Eau De Parfum 50Ml (Batch 4035),Oud Intense 335,Apex Scents Holdings,Eau De Dennis,Bodycare,Product Testers,Shower_Gel
6931,Mystic Citrus Eau De Parfum 100Ml (Batch 3538),Ocean Breeze 600,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6932,Savage Sandalwood Eau De Toilette 100Ml (Batch 1930),Oud Intense 616,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6933,Imperial Musk Eau De Parfum 100Ml (Batch 4421),Velvet Petals 610,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Sampling_Vial
6934,Imperial Oud Eau De Toilette 100Ml (Batch 3343),Velvet Petals 602,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6935,Savage Oud Eau De Parfum 100Ml (Batch 9366),Velvet Petals 602,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Body_Lotion
6936,Tester - Velvet Oud Scent 100Ml (Batch 1016),Velvet Petals 595,Prestige Global Alliance,Atelier Hicks,Bodycare,Promo_Plv,Sampling_Vial
6937,Royal Sandalwood Eau De Parfum 100Ml (Batch 2858),Velvet Petals 596,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Body_Lotion
6938,Ambre Jasmin Eau De Parfum 50Ml (Batch 9844),Gold Collection 550,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Sampling_Vial
6939,Tester - Velvet Musk Scent 100Ml (Batch 9378),Ocean Breeze 613,Prestige Global Alliance,Atelier Hicks,Bodycare,Promo_Plv,Body_Lotion
6940,Royal Citrus Eau De Toilette 50Ml (Batch 2221),Noir Series 615,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Body_Lotion
6941,Imperial Citrus Eau De Toilette 50Ml (Batch 1482),Noir Series 612,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Sampling_Vial
6942,Royal Oud Eau De Parfum 100Ml (Batch 3260),Noir Series 614,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Sampling_Vial
6943,Ambre Citrus Eau De Parfum 100Ml (Batch 9836),Gold Collection 609,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6944,Mystic Musk Eau De Toilette 50Ml (Batch 8851),Gold Collection 609,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Body_Lotion
6945,Savage Oud Eau De Toilette 50Ml (Batch 2589),Velvet Petals 598,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6946,Rose Musk Eau De Toilette 100Ml (Batch 8120),Noir Series 549,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Body_Lotion
6947,Velvet Sandalwood Eau De Parfum 100Ml (Batch 1093),Noir Series 549,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6948,Vanilla Sandalwood Eau De Toilette 100Ml (Batch 4013),Oud Intense 604,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6949,Rose Jasmin Eau De Toilette 50Ml (Batch 4515),Private Blend 605,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6950,Velvet Jasmin Eau De Parfum 100Ml (Batch 7755),Private Blend 605,Prestige Global Alliance,Atelier Hicks,Bodycare,Product Testers,Body_Lotion
6951,Imperial Jasmin Eau De Toilette 100Ml (Batch 7016),Ocean Breeze 364,Apex Scents Holdings,Parfums De Russell,Bodycare,Promo_Plv,Body_Lotion
6952,Ambre Oud Eau De Parfum 100Ml (Batch 9129),Ocean Breeze 364,Apex Scents Holdings,Parfums De Russell,Bodycare,Promo_Plv,Body_Lotion
6953,Golden Jasmin Eau De Toilette 100Ml (Batch 2122),Oud Intense 618,Prestige Global Alliance,Maison Blair,Bodycare,Product Testers,Sampling_Vial
6954,Mystic Oud Eau De Toilette 100Ml (Batch 3398),Oud Intense 618,Prestige Global Alliance,Maison Blair,Bodycare,Product Testers,Sampling_Vial
6955,Mystic Citrus Eau De Toilette 50Ml (Batch 6524),Ocean Breeze 629,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6956,Royal Citrus Eau De Parfum 50Ml (Batch 9829),Oud Intense 634,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Sampling_Vial
6957,Savage Citrus Eau De Toilette 100Ml (Batch 3101),Ocean Breeze 680,Prestige Global Alliance,Sanchez New York,Bodycare,Men Fragrance,Sampling_Vial
6958,Velvet Citrus Eau De Toilette 50Ml (Batch 8791),Oud Intense 634,Prestige Global Alliance,Sanchez New York,Bodycare,Product Testers,Body_Lotion
6959,Velvet Musk Eau De Toilette 50Ml (Batch 2010),Private Blend 607,Prestige Global Alliance,Atelier Hicks,Bodycare,Marketing Samples,Body_Lotion
6960,Velvet Sandalwood Eau De Parfum 50Ml (Batch 2711),Noir Series 553,Prestige Global Alliance,Eau De Nguyen,Bodycare,Men Fragrance,Sampling_Vial
6961,Rose Citrus Eau De Parfum 50Ml (Batch 5902),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Men Fragrance,Sampling_Vial
6962,Imperial Musk Eau De Toilette 50Ml (Batch 8644),Noir Series 686,Prestige Global Alliance,Eau De Nguyen,Bodycare,Men Fragrance,Sampling_Vial
6963,Tester - Imperial Oud Scent 100Ml (Batch 9540),Gold Collection 690,Elite Parfums Corp,Château Larson,Fragrancies,Promo_Plv,Shower_Gel
6964,Tester - Imperial Musk Scent 100Ml (Batch 4560),Ocean Breeze 412,Elite Parfums Corp,Château Larson,Fragrancies,Promo_Plv,Eau_De_Parfum
6965,Rose Musk Eau De Toilette 100Ml (Batch 8774),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6966,Savage Jasmin Eau De Parfum 100Ml (Batch 3119),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6967,Vanilla Sandalwood Eau De Parfum 50Ml (Batch 8273),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6968,Tester - Velvet Sandalwood Scent 100Ml (Batch 1992),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Promo_Plv,Sampling_Vial
6969,Mystic Sandalwood Eau De Parfum 100Ml (Batch 6668),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6970,Imperial Oud Eau De Parfum 50Ml (Batch 2156),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6971,Rose Citrus Eau De Parfum 100Ml (Batch 4690),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6972,Ambre Sandalwood Eau De Parfum 100Ml (Batch 6962),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6973,Mystic Musk Eau De Toilette 50Ml (Batch 5560),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6974,Tester - Royal Jasmin Scent 100Ml (Batch 8837),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Promo_Plv,Sampling_Vial
6975,Vanilla Oud Eau De Toilette 50Ml (Batch 5774),Noir Series 691,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Sampling_Vial
6976,Ambre Oud Eau De Toilette 50Ml (Batch 2104),Noir Series 424,Elite Parfums Corp,Livingston Milano,Fragrancies,Marketing Samples,Shower_Gel
6977,Ambre Musk Eau De Toilette 50Ml (Batch 6128),Ocean Breeze 435,Elite Parfums Corp,Livingston Milano,Fragrancies,Marketing Samples,Eau_De_Parfum
6978,Mystic Sandalwood Eau De Toilette 50Ml (Batch 4109),Gold Collection 690,Elite Parfums Corp,Livingston Milano,Fragrancies,Marketing Samples,Shower_Gel
6979,Royal Sandalwood Eau De Parfum 100Ml (Batch 3914),Gold Collection 690,Elite Parfums Corp,Château Larson,Fragrancies,Body Lotion,Eau_De_Parfum
6980,Tester - Mystic Sandalwood Scent 100Ml (Batch 2220),Oud Intense 543,Prestige Global Alliance,Parfums De Barber,Bodycare,Promo_Plv,Body_Lotion
